register_id,direction,transport_mode,total_value
2886,Exports,Air,5000000
2887,Exports,Air,8000000
2888,Exports,Air,5000000
2889,Exports,Air,13000000
2890,Exports,Air,1000000
2891,Exports,Air,13000000
2892,Exports,Air,3000000
2893,Exports,Air,1000000
2894,Exports,Air,8000000
2895,Exports,Air,9000000
2896,Exports,Air,3000000
2897,Exports,Air,2000000
2898,Exports,Air,6000000
2899,Exports,Air,3000000
2900,Exports,Air,1000000
2901,Exports,Air,7000000
2902,Exports,Air,24000000
2903,Exports,Air,7000000
2904,Exports,Air,1000000
2905,Exports,Air,32000000
2906,Exports,Air,2000000
2907,Exports,Air,1000000
2908,Exports,Air,8000000
2909,Exports,Air,9000000
2910,Exports,Air,5000000
2911,Exports,Air,17000000
2912,Exports,Air,4000000
2913,Exports,Air,9000000
2914,Exports,Air,5000000
2915,Exports,Air,5000000
2916,Exports,Air,12000000
2917,Exports,Air,14000000
2918,Exports,Air,2000000
2919,Exports,Air,10000000
2920,Exports,Air,4000000
2921,Exports,Air,6000000
2922,Exports,Air,4000000
2923,Exports,Air,13000000
2924,Exports,Air,4000000
2925,Exports,Air,1000000
2926,Exports,Air,7000000
2927,Exports,Air,6000000
2928,Exports,Air,3000000
2929,Exports,Air,5000000
2930,Exports,Air,9000000
2931,Exports,Air,6000000
2932,Exports,Air,1000000
2933,Exports,Air,2000000
2934,Exports,Air,2000000
2935,Exports,Air,1000000
2936,Exports,Air,2000000
2937,Exports,Air,22000000
2938,Exports,Air,2000000
2939,Exports,Air,4000000
2940,Exports,Air,10000000
2941,Exports,Air,6000000
2942,Exports,Air,6000000
2943,Exports,Air,50000000
2944,Exports,Air,17000000
2945,Exports,Air,20000000
2946,Exports,Air,1000000
2947,Exports,Air,6000000
2948,Exports,Air,5000000
2949,Exports,Air,4000000
2950,Exports,Air,27000000
2951,Exports,Air,10000000
2952,Exports,Air,1000000
2953,Exports,Air,2000000
2954,Exports,Air,4000000
2955,Exports,Air,4000000
2956,Exports,Air,1000000
2957,Exports,Air,8000000
2958,Exports,Air,12000000
2959,Exports,Air,15000000
2960,Exports,Air,18000000
2961,Exports,Air,2000000
2962,Exports,Air,4000000
2963,Exports,Air,1000000
2964,Exports,Air,4000000
2965,Exports,Air,54000000
2966,Exports,Air,4000000
2967,Exports,Air,1000000
2968,Exports,Air,14000000
2969,Exports,Air,7000000
2970,Exports,Air,3000000
2971,Exports,Air,4000000
2972,Exports,Air,17000000
2973,Exports,Air,35000000
2974,Exports,Air,5000000
2975,Exports,Air,6000000
2976,Exports,Air,8000000
2977,Exports,Air,1000000
2978,Exports,Air,10000000
2979,Exports,Air,36000000
2980,Exports,Air,2000000
2981,Exports,Air,3000000
2982,Exports,Air,7000000
2983,Exports,Air,6000000
2984,Exports,Air,5000000
2985,Exports,Air,8000000
2986,Exports,Air,27000000
2987,Exports,Air,5000000
2988,Exports,Air,2000000
2989,Exports,Air,5000000
2990,Exports,Air,9000000
2991,Exports,Air,6000000
2992,Exports,Air,14000000
2993,Exports,Air,18000000
2994,Exports,Air,1000000
2995,Exports,Air,2000000
2996,Exports,Air,1000000
2997,Exports,Air,7000000
2998,Exports,Air,22000000
2999,Exports,Air,4000000
3000,Exports,Air,20000000
3001,Exports,Air,3000000
3002,Exports,Air,45000000
3003,Exports,Air,15000000
3004,Exports,Air,6000000
3005,Exports,Air,3000000
3006,Exports,Air,8000000
3007,Exports,Air,12000000
3008,Exports,Air,2000000
3009,Exports,Air,6000000
3010,Exports,Air,6000000
3011,Exports,Air,6000000
3012,Exports,Air,5000000
3013,Exports,Air,6000000
3014,Exports,Air,29000000
3015,Exports,Air,19000000
3016,Exports,Air,9000000
3017,Exports,Air,3000000
3018,Exports,Air,14000000
3019,Exports,Air,4000000
3020,Exports,Air,16000000
3021,Exports,Air,21000000
3022,Exports,Air,5000000
3023,Exports,Air,1000000
3024,Exports,Air,2000000
3025,Exports,Air,16000000
3026,Exports,Air,39000000
3027,Exports,Air,10000000
3028,Exports,Air,24000000
3029,Exports,Air,6000000
3030,Exports,Air,1000000
3031,Exports,Air,2000000
3032,Exports,Air,11000000
3033,Exports,Air,7000000
3034,Exports,Air,23000000
3035,Exports,Air,14000000
3036,Exports,Air,1000000
3037,Exports,Air,3000000
3038,Exports,Air,5000000
3039,Exports,Air,7000000
3040,Exports,Air,20000000
3041,Exports,Air,5000000
3042,Exports,Air,1000000
3043,Exports,Air,2000000
3044,Exports,Air,4000000
3045,Exports,Air,10000000
3046,Exports,Air,6000000
3047,Exports,Air,10000000
3048,Exports,Air,3000000
3049,Exports,Air,1000000
3050,Exports,Air,5000000
3051,Exports,Air,6000000
3052,Exports,Air,2000000
3053,Exports,Air,5000000
3054,Exports,Air,17000000
3055,Exports,Air,1000000
3056,Exports,Air,0
3057,Exports,Air,48000000
3058,Exports,Air,6000000
3059,Exports,Air,12000000
3060,Exports,Air,5000000
3061,Exports,Air,12000000
3062,Exports,Air,5000000
3063,Exports,Air,2000000
3064,Exports,Air,3000000
3065,Exports,Air,6000000
3066,Exports,Air,5000000
3067,Exports,Air,15000000
3068,Exports,Air,13000000
3069,Exports,Air,2000000
3070,Exports,Air,7000000
3071,Exports,Air,4000000
3072,Exports,Air,5000000
3073,Exports,Air,9000000
3074,Exports,Air,7000000
3075,Exports,Air,16000000
3076,Exports,Air,2000000
3077,Exports,Air,1000000
3078,Exports,Air,2000000
3079,Exports,Air,6000000
3080,Exports,Air,53000000
3081,Exports,Air,6000000
3082,Exports,Air,15000000
3083,Exports,Air,2000000
3084,Exports,Air,1000000
3085,Exports,Air,2000000
3086,Exports,Air,7000000
3087,Exports,Air,9000000
3088,Exports,Air,10000000
3089,Exports,Air,26000000
3090,Exports,Air,1000000
3091,Exports,Air,8000000
3092,Exports,Air,5000000
3093,Exports,Air,15000000
3094,Exports,Air,3000000
3095,Exports,Air,24000000
3096,Exports,Air,11000000
3097,Exports,Sea,2000000
3098,Exports,Sea,1000000
3099,Exports,Sea,5000000
3100,Exports,Sea,9000000
3101,Exports,Sea,7000000
3102,Exports,Sea,11000000
3103,Exports,Sea,11000000
3104,Exports,Sea,23000000
3105,Exports,Sea,3000000
3106,Exports,Sea,1000000
3107,Exports,Sea,7000000
3108,Exports,Sea,4000000
3109,Exports,Sea,4000000
3110,Exports,Sea,24000000
3111,Exports,Sea,22000000
3112,Exports,Sea,1000000
3113,Exports,Sea,3000000
3114,Exports,Sea,20000000
3115,Exports,Sea,12000000
3116,Exports,Sea,12000000
3117,Exports,Sea,15000000
3118,Exports,Air,1000000
3119,Exports,Air,3000000
3120,Exports,Air,4000000
3121,Exports,Air,57000000
3122,Exports,Air,4000000
3123,Exports,Air,12000000
3124,Exports,Air,30000000
3125,Exports,Air,1000000
3126,Exports,Air,2000000
3127,Exports,Air,5000000
3128,Exports,Air,27000000
3129,Exports,Air,10000000
3130,Exports,Air,11000000
3131,Exports,Air,27000000
3132,Exports,Air,3000000
3133,Exports,Air,18000000
3134,Exports,Air,7000000
3135,Exports,Air,1000000
3136,Exports,Air,3000000
3137,Exports,Air,5000000
3138,Exports,Air,34000000
3139,Exports,Air,15000000
3140,Exports,Air,1000000
3141,Exports,Air,5000000
3142,Exports,Air,7000000
3143,Exports,Air,2000000
3144,Exports,Air,55000000
3145,Exports,Air,48000000
3146,Exports,Air,1000000
3147,Exports,Air,1000000
3148,Exports,Air,1000000
3149,Exports,Air,1000000
3150,Exports,Air,3000000
3151,Exports,Air,6000000
3152,Exports,Air,36000000
3153,Exports,Air,3000000
3154,Exports,Air,2000000
3155,Exports,Air,19000000
3156,Exports,Air,13000000
3157,Exports,Air,7000000
3158,Exports,Air,5000000
3159,Exports,Air,17000000
3160,Exports,Air,13000000
3161,Exports,Air,4000000
3162,Exports,Air,8000000
3163,Exports,Air,6000000
3164,Exports,Air,7000000
3165,Exports,Air,5000000
3166,Exports,Air,35000000
3167,Exports,Air,1000000
3168,Exports,Air,3000000
3169,Exports,Air,7000000
3170,Exports,Air,6000000
3171,Exports,Air,2000000
3172,Exports,Air,7000000
3173,Exports,Air,36000000
3174,Exports,Air,2000000
3175,Exports,Air,4000000
3176,Exports,Air,2000000
3177,Exports,Air,8000000
3178,Exports,Air,3000000
3179,Exports,Air,6000000
3180,Exports,Air,26000000
3181,Exports,Air,59000000
3182,Exports,Air,2000000
3183,Exports,Air,14000000
3184,Exports,Air,9000000
3185,Exports,Air,19000000
3186,Exports,Air,9000000
3187,Exports,Air,15000000
3188,Exports,Air,2000000
3189,Exports,Air,1000000
3190,Exports,Air,6000000
3191,Exports,Air,4000000
3192,Exports,Air,5000000
3193,Exports,Air,2000000
3194,Exports,Air,1000000
3195,Exports,Air,1000000
3196,Exports,Air,8000000
3197,Exports,Air,5000000
3198,Exports,Air,5000000
3199,Exports,Air,19000000
3200,Exports,Air,1000000
3201,Exports,Air,1000000
3202,Exports,Air,4000000
3203,Exports,Air,5000000
3204,Exports,Air,1000000
3205,Exports,Air,8000000
3206,Exports,Sea,28000000
3207,Exports,Sea,1000000
3208,Exports,Sea,49000000
3209,Exports,Sea,2000000
3210,Exports,Sea,5000000
3211,Exports,Sea,8000000
3212,Exports,Sea,4000000
3213,Exports,Sea,22000000
3214,Exports,Sea,3000000
3215,Exports,Sea,2000000
3216,Exports,Sea,2000000
3217,Exports,Sea,5000000
3218,Exports,Sea,22000000
3219,Exports,Sea,6000000
3220,Exports,Sea,16000000
3221,Exports,Sea,2000000
3222,Exports,Sea,5000000
3223,Exports,Sea,5000000
3224,Exports,Air,5000000
3225,Exports,Air,5000000
3226,Exports,Air,8000000
3227,Exports,Air,14000000
3228,Exports,Air,3000000
3229,Exports,Air,5000000
3230,Exports,Air,5000000
3231,Exports,Air,5000000
3232,Exports,Air,9000000
3233,Exports,Air,5000000
3234,Exports,Air,18000000
3235,Exports,Air,1000000
3236,Exports,Air,1000000
3237,Exports,Sea,2000000
3238,Exports,Sea,5000000
3239,Exports,Sea,6000000
3240,Exports,Sea,6000000
3241,Exports,Sea,19000000
3242,Exports,Sea,3000000
3243,Exports,Sea,1000000
3244,Exports,Sea,62000000
3245,Exports,Sea,9000000
3246,Exports,Sea,5000000
3247,Exports,Sea,6000000
3248,Exports,Sea,12000000
3249,Exports,Sea,25000000
3250,Exports,Sea,5000000
3251,Exports,Sea,8000000
3252,Exports,Sea,6000000
3253,Exports,Sea,12000000
3254,Exports,Sea,4000000
3255,Exports,Sea,25000000
3256,Exports,Sea,4000000
3257,Exports,Sea,7000000
3258,Exports,Sea,4000000
3259,Exports,Sea,6000000
3260,Exports,Sea,4000000
3261,Exports,Sea,5000000
3262,Exports,Sea,18000000
3263,Exports,Sea,2000000
3264,Exports,Sea,19000000
3265,Exports,Sea,7000000
3266,Exports,Sea,4000000
3267,Exports,Sea,7000000
3268,Exports,Sea,3000000
3269,Exports,Sea,25000000
3270,Exports,Sea,6000000
3271,Exports,Sea,18000000
3272,Exports,Sea,64000000
3273,Exports,Sea,4000000
3274,Exports,Sea,17000000
3275,Exports,Sea,7000000
3276,Exports,Sea,24000000
3277,Exports,Sea,18000000
3278,Exports,Sea,2000000
3279,Exports,Sea,4000000
3280,Exports,Sea,10000000
3281,Exports,Sea,9000000
3282,Exports,Sea,9000000
3283,Exports,Sea,29000000
3284,Exports,Sea,8000000
3285,Exports,Sea,4000000
3286,Exports,Sea,4000000
3287,Exports,Sea,12000000
3288,Exports,Sea,2000000
3289,Exports,Sea,5000000
3290,Exports,Sea,39000000
3291,Exports,Sea,4000000
3292,Exports,Sea,4000000
3293,Exports,Sea,6000000
3294,Exports,Sea,5000000
3295,Exports,Sea,67000000
3296,Exports,Sea,10000000
3297,Exports,Sea,41000000
3298,Exports,Sea,2000000
3299,Exports,Sea,4000000
3300,Exports,Sea,2000000
3301,Exports,Sea,7000000
3302,Exports,Sea,4000000
3303,Exports,Sea,6000000
3304,Exports,Sea,25000000
3305,Exports,Sea,3000000
3306,Exports,Sea,2000000
3307,Exports,Sea,19000000
3308,Exports,Sea,10000000
3309,Exports,Sea,2000000
3310,Exports,Sea,23000000
3311,Exports,Sea,15000000
3312,Exports,Sea,2000000
3313,Exports,Sea,1000000
3314,Exports,Sea,6000000
3315,Exports,Sea,27000000
3316,Exports,Sea,3000000
3317,Exports,Sea,25000000
3318,Exports,Sea,18000000
3319,Exports,Sea,2000000
3320,Exports,Sea,2000000
3321,Exports,Sea,2000000
3322,Exports,Sea,8000000
3323,Exports,Sea,3000000
3324,Exports,Sea,5000000
3325,Exports,Sea,46000000
3326,Exports,Sea,1000000
3327,Exports,Sea,2000000
3328,Exports,Sea,4000000
3329,Exports,Sea,11000000
3330,Exports,Sea,7000000
3331,Exports,Sea,4000000
3332,Exports,Sea,11000000
3333,Exports,Sea,13000000
3334,Exports,Sea,1000000
3335,Exports,Sea,3000000
3336,Exports,Sea,6000000
3337,Exports,Sea,67000000
3338,Exports,Sea,8000000
3339,Exports,Sea,30000000
3340,Exports,Sea,2000000
3341,Exports,Sea,1000000
3342,Exports,Sea,4000000
3343,Exports,Sea,15000000
3344,Exports,Sea,2000000
3345,Exports,Sea,3000000
3346,Exports,Sea,4000000
3347,Exports,Sea,2000000
3348,Exports,Sea,5000000
3349,Exports,Sea,1000000
3350,Exports,Sea,7000000
3351,Exports,Sea,18000000
3352,Exports,Sea,1000000
3353,Exports,Sea,1000000
3354,Exports,Sea,1000000
3355,Exports,Sea,9000000
3356,Exports,Sea,4000000
3357,Exports,Sea,4000000
3358,Exports,Sea,25000000
3359,Exports,Sea,1000000
3360,Exports,Sea,2000000
3361,Exports,Sea,2000000
3362,Exports,Sea,63000000
3363,Exports,Sea,5000000
3364,Exports,Sea,11000000
3365,Exports,Sea,20000000
3366,Exports,Sea,1000000
3367,Exports,Sea,11000000
3368,Exports,Sea,3000000
3369,Exports,Sea,4000000
3370,Exports,Sea,5000000
3371,Exports,Sea,9000000
3372,Exports,Sea,11000000
3373,Exports,Sea,8000000
3374,Exports,Sea,2000000
3375,Exports,Sea,2000000
3376,Exports,Sea,9000000
3377,Exports,Sea,7000000
3378,Exports,Sea,7000000
3379,Exports,Sea,10000000
3380,Exports,Sea,1000000
3381,Exports,Sea,2000000
3382,Exports,Sea,6000000
3383,Exports,Sea,5000000
3384,Exports,Sea,6000000
3385,Exports,Sea,5000000
3386,Exports,Sea,17000000
3387,Exports,Sea,0
3388,Exports,Sea,42000000
3389,Exports,Sea,6000000
3390,Exports,Sea,10000000
3391,Exports,Sea,20000000
3392,Exports,Sea,13000000
3393,Exports,Sea,12000000
3394,Exports,Sea,22000000
3395,Exports,Sea,5000000
3396,Exports,Sea,1000000
3397,Exports,Sea,7000000
3398,Exports,Sea,5000000
3399,Exports,Sea,6000000
3400,Exports,Sea,38000000
3401,Exports,Air,2000000
3402,Exports,Air,2000000
3403,Exports,Air,4000000
3404,Exports,Air,15000000
3405,Exports,Air,5000000
3406,Exports,Air,12000000
3407,Exports,Air,35000000
3408,Exports,Air,1000000
3409,Exports,Air,9000000
3410,Exports,Air,4000000
3411,Exports,Air,4000000
3412,Exports,Air,11000000
3413,Exports,Air,6000000
3414,Exports,Air,47000000
3415,Exports,Air,3000000
3416,Exports,Air,9000000
3417,Exports,Air,4000000
3418,Exports,Air,67000000
3419,Exports,Air,6000000
3420,Exports,Air,6000000
3421,Exports,Air,17000000
3422,Exports,Air,1000000
3423,Exports,Air,17000000
3424,Exports,Air,3000000
3425,Exports,Air,13000000
3426,Exports,Air,4000000
3427,Exports,Air,9000000
3428,Exports,Air,29000000
3429,Exports,Air,1000000
3430,Exports,Air,8000000
3431,Exports,Air,1000000
3432,Exports,Air,14000000
3433,Exports,Air,10000000
3434,Exports,Air,12000000
3435,Exports,Air,31000000
3436,Exports,Air,8000000
3437,Exports,Air,16000000
3438,Exports,Air,2000000
3439,Exports,Air,14000000
3440,Exports,Air,5000000
3441,Exports,Air,4000000
3442,Exports,Air,37000000
3443,Exports,Air,1000000
3444,Exports,Air,5000000
3445,Exports,Air,2000000
3446,Exports,Air,15000000
3447,Exports,Air,6000000
3448,Exports,Air,7000000
3449,Exports,Air,46000000
3450,Exports,Air,11000000
3451,Exports,Air,44000000
3452,Exports,Air,7000000
3453,Exports,Air,10000000
3454,Exports,Air,3000000
3455,Exports,Air,9000000
3456,Exports,Air,21000000
3457,Exports,Air,1000000
3458,Exports,Air,13000000
3459,Exports,Air,24000000
3460,Exports,Air,10000000
3461,Exports,Air,4000000
3462,Exports,Air,8000000
3463,Exports,Air,43000000
3464,Exports,Air,0
3465,Exports,Air,6000000
3466,Exports,Air,1000000
3467,Exports,Air,13000000
3468,Exports,Sea,6000000
3469,Exports,Sea,5000000
3470,Exports,Sea,37000000
3471,Exports,Sea,5000000
3472,Exports,Sea,8000000
3473,Exports,Sea,6000000
3474,Exports,Sea,5000000
3475,Exports,Sea,10000000
3476,Exports,Sea,10000000
3477,Exports,Sea,20000000
3478,Exports,Sea,69000000
3479,Exports,Sea,6000000
3480,Exports,Sea,1000000
3481,Exports,Sea,10000000
3482,Exports,Sea,3000000
3483,Exports,Sea,17000000
3484,Exports,Sea,22000000
3485,Exports,Sea,5000000
3486,Exports,Sea,3000000
3487,Exports,Sea,2000000
3488,Exports,Sea,12000000
3489,Exports,Sea,3000000
3490,Exports,Sea,28000000
3491,Exports,Sea,24000000
3492,Exports,Sea,1000000
3493,Exports,Sea,6000000
3494,Exports,Sea,2000000
3495,Exports,Sea,7000000
3496,Exports,Sea,6000000
3497,Exports,Sea,1000000
3498,Exports,Air,7000000
3499,Exports,Air,2000000
3500,Exports,Air,6000000
3501,Exports,Air,7000000
3502,Exports,Air,10000000
3503,Exports,Air,19000000
3504,Exports,Air,0
3505,Exports,Air,4000000
3506,Exports,Air,1000000
3507,Exports,Air,8000000
3508,Exports,Air,4000000
3509,Exports,Air,7000000
3510,Exports,Air,14000000
3511,Exports,Air,7000000
3512,Exports,Air,12000000
3513,Exports,Air,3000000
3514,Exports,Air,57000000
3515,Exports,Air,5000000
3516,Exports,Air,8000000
3517,Exports,Air,32000000
3518,Exports,Sea,1000000
3519,Exports,Sea,5000000
3520,Exports,Sea,4000000
3521,Exports,Sea,4000000
3522,Exports,Sea,2000000
3523,Exports,Sea,3000000
3524,Exports,Sea,7000000
3525,Exports,Sea,1000000
3526,Exports,Sea,1000000
3527,Exports,Sea,4000000
3528,Exports,Sea,7000000
3529,Exports,Sea,6000000
3530,Exports,Sea,14000000
3531,Exports,Sea,19000000
3532,Exports,Sea,3000000
3533,Exports,Sea,3000000
3534,Exports,Sea,7000000
3535,Exports,Sea,5000000
3536,Exports,Sea,17000000
3537,Exports,Sea,8000000
3538,Exports,Sea,25000000
3539,Exports,Sea,5000000
3540,Exports,Sea,10000000
3541,Exports,Sea,4000000
3542,Exports,Sea,26000000
3543,Exports,Sea,7000000
3544,Exports,Sea,52000000
3545,Exports,Sea,22000000
3546,Exports,Sea,2000000
3547,Exports,Sea,3000000
3548,Exports,Sea,2000000
3549,Exports,Sea,9000000
3550,Exports,Sea,9000000
3551,Exports,Sea,10000000
3552,Exports,Sea,30000000
3553,Exports,Sea,24000000
3554,Exports,Sea,3000000
3555,Exports,Sea,5000000
3556,Exports,Sea,7000000
3557,Exports,Sea,13000000
3558,Exports,Sea,11000000
3559,Exports,Sea,37000000
3560,Exports,Sea,20000000
3561,Exports,Sea,4000000
3562,Exports,Sea,2000000
3563,Exports,Sea,5000000
3564,Exports,Sea,10000000
3565,Exports,Sea,27000000
3566,Exports,Sea,29000000
3567,Exports,Sea,1000000
3568,Exports,Sea,31000000
3569,Exports,Sea,4000000
3570,Exports,Sea,43000000
3571,Exports,Sea,16000000
3572,Exports,Sea,7000000
3573,Exports,Sea,27000000
3574,Exports,Sea,0
3575,Exports,Sea,37000000
3576,Exports,Sea,2000000
3577,Exports,Sea,3000000
3578,Exports,Sea,1000000
3579,Exports,Sea,17000000
3580,Exports,Sea,40000000
3581,Exports,Sea,1000000
3582,Exports,Sea,12000000
3583,Exports,Sea,15000000
3584,Exports,Sea,7000000
3585,Exports,Sea,2000000
3586,Exports,Sea,45000000
3587,Exports,Sea,41000000
3588,Exports,Sea,1000000
3589,Exports,Sea,25000000
3590,Exports,Sea,5000000
3591,Exports,Sea,8000000
3592,Exports,Sea,17000000
3593,Exports,Sea,34000000
3594,Exports,Sea,29000000
3595,Exports,Sea,3000000
3596,Exports,Sea,4000000
3597,Exports,Sea,7000000
3598,Exports,Sea,8000000
3599,Exports,Sea,3000000
3600,Exports,Sea,11000000
3601,Exports,Sea,24000000
3602,Exports,Sea,46000000
3603,Exports,Sea,5000000
3604,Exports,Sea,20000000
3605,Exports,Sea,9000000
3606,Exports,Sea,6000000
3607,Exports,Sea,13000000
3608,Exports,Sea,34000000
3609,Exports,Sea,1000000
3610,Exports,Sea,3000000
3611,Exports,Sea,3000000
3612,Exports,Sea,9000000
3613,Exports,Sea,6000000
3614,Exports,Sea,13000000
3615,Exports,Sea,35000000
3616,Exports,Sea,3000000
3617,Exports,Sea,1000000
3618,Exports,Sea,4000000
3619,Exports,Sea,6000000
3620,Exports,Sea,13000000
3621,Exports,Sea,30000000
3622,Exports,Sea,19000000
3623,Exports,Sea,1000000
3624,Exports,Sea,4000000
3625,Exports,Sea,7000000
3626,Exports,Sea,5000000
3627,Exports,Sea,11000000
3628,Exports,Sea,11000000
3629,Exports,Sea,14000000
3630,Exports,Sea,0
3631,Exports,Sea,10000000
3632,Exports,Sea,9000000
3633,Exports,Sea,8000000
3634,Exports,Sea,6000000
3635,Exports,Sea,7000000
3636,Exports,Sea,22000000
3637,Exports,Sea,0
3638,Exports,Sea,44000000
3639,Exports,Sea,4000000
3640,Exports,Sea,24000000
3641,Exports,Sea,14000000
3642,Exports,Sea,12000000
3643,Exports,Sea,18000000
3644,Exports,Sea,1000000
3645,Exports,Sea,0
3646,Exports,Sea,2000000
3647,Exports,Sea,7000000
3648,Exports,Sea,7000000
3649,Exports,Sea,21000000
3650,Exports,Sea,16000000
3651,Exports,Sea,29000000
3652,Exports,Sea,7000000
3653,Exports,Sea,2000000
3654,Exports,Sea,12000000
3655,Exports,Sea,11000000
3656,Exports,Sea,18000000
3657,Exports,Sea,13000000
3658,Exports,Sea,31000000
3659,Exports,Sea,8000000
3660,Exports,Sea,4000000
3661,Exports,Sea,17000000
3662,Exports,Sea,12000000
3663,Exports,Sea,19000000
3664,Exports,Sea,12000000
3665,Exports,Sea,30000000
3666,Exports,Sea,10000000
3667,Exports,Sea,13000000
3668,Exports,Sea,19000000
3669,Exports,Sea,17000000
3670,Exports,Sea,21000000
3671,Exports,Sea,9000000
3672,Exports,Sea,26000000
3673,Exports,Sea,2000000
3674,Exports,Sea,5000000
3675,Exports,Sea,10000000
3676,Exports,Sea,5000000
3677,Exports,Sea,9000000
3678,Exports,Sea,14000000
3679,Exports,Sea,40000000
3680,Exports,Sea,20000000
3681,Exports,Sea,11000000
3682,Exports,Sea,14000000
3683,Exports,Sea,9000000
3684,Exports,Sea,21000000
3685,Exports,Sea,15000000
3686,Exports,Sea,29000000
3687,Exports,Sea,8000000
3688,Exports,Sea,4000000
3689,Exports,Sea,15000000
3690,Exports,Sea,11000000
3691,Exports,Sea,9000000
3692,Exports,Sea,16000000
3693,Exports,Sea,35000000
3694,Exports,Sea,5000000
3695,Exports,Sea,6000000
3696,Exports,Sea,24000000
3697,Exports,Sea,12000000
3698,Exports,Sea,24000000
3699,Exports,Sea,22000000
3700,Exports,Sea,32000000
3701,Exports,Sea,9000000
3702,Exports,Sea,6000000
3703,Exports,Sea,16000000
3704,Exports,Sea,12000000
3705,Exports,Sea,16000000
3706,Exports,Sea,14000000
3707,Exports,Sea,30000000
3708,Exports,Sea,5000000
3709,Exports,Sea,6000000
3710,Exports,Sea,14000000
3711,Exports,Sea,19000000
3712,Exports,Sea,24000000
3713,Exports,Sea,14000000
3714,Exports,Sea,28000000
3715,Exports,Sea,5000000
3716,Exports,Sea,14000000
3717,Exports,Sea,12000000
3718,Exports,Sea,7000000
3719,Exports,Sea,28000000
3720,Exports,Sea,11000000
3721,Exports,Sea,26000000
3722,Exports,Sea,6000000
3723,Exports,Sea,14000000
3724,Exports,Sea,17000000
3725,Exports,Sea,8000000
3726,Exports,Sea,30000000
3727,Exports,Sea,13000000
3728,Exports,Sea,31000000
3729,Exports,Sea,24000000
3730,Exports,Sea,17000000
3731,Exports,Sea,13000000
3732,Exports,Sea,8000000
3733,Exports,Sea,20000000
3734,Exports,Sea,10000000
3735,Exports,Sea,32000000
3736,Exports,Sea,3000000
3737,Exports,Sea,19000000
3738,Exports,Sea,10000000
3739,Exports,Sea,11000000
3740,Exports,Sea,19000000
3741,Exports,Sea,17000000
3742,Exports,Sea,28000000
3743,Exports,Sea,19000000
3744,Exports,Sea,9000000
3745,Exports,Sea,20000000
3746,Exports,Sea,23000000
3747,Exports,Sea,8000000
3748,Exports,Sea,12000000
3749,Exports,Sea,20000000
3750,Exports,Sea,14000000
3751,Exports,Sea,10000000
3752,Exports,Sea,21000000
3753,Exports,Sea,13000000
3754,Exports,Sea,20000000
3755,Exports,Sea,25000000
3756,Exports,Sea,47000000
3757,Exports,Sea,12000000
3758,Exports,Sea,9000000
3759,Exports,Sea,24000000
3760,Exports,Air,10000000
3761,Exports,Air,13000000
3762,Exports,Sea,25000000
3763,Exports,Sea,32000000
3764,Exports,Sea,8000000
3765,Exports,Sea,3000000
3766,Exports,Sea,16000000
3767,Exports,Sea,11000000
3768,Exports,Sea,21000000
3769,Exports,Sea,24000000
3770,Exports,Sea,29000000
3771,Exports,Sea,10000000
3772,Exports,Sea,15000000
3773,Exports,Sea,10000000
3774,Exports,Sea,10000000
3775,Exports,Sea,10000000
3776,Exports,Sea,11000000
3777,Exports,Sea,25000000
3778,Exports,Sea,9000000
3779,Exports,Sea,3000000
3780,Exports,Sea,14000000
3781,Exports,Sea,10000000
3782,Exports,Sea,15000000
3783,Exports,Sea,12000000
3784,Exports,Sea,27000000
3785,Exports,Sea,13000000
3786,Exports,Sea,25000000
3787,Exports,Sea,18000000
3788,Exports,Sea,19000000
3789,Exports,Sea,15000000
3790,Exports,Sea,10000000
3791,Exports,Sea,37000000
3792,Exports,Sea,6000000
3793,Exports,Sea,4000000
3794,Exports,Sea,12000000
3795,Exports,Sea,10000000
3796,Exports,Sea,13000000
3797,Exports,Sea,20000000
3798,Exports,Sea,38000000
3799,Exports,Sea,13000000
3800,Exports,Sea,3000000
3801,Exports,Sea,24000000
3802,Exports,Sea,11000000
3803,Exports,Sea,37000000
3804,Exports,Sea,13000000
3805,Exports,Sea,14000000
3806,Exports,Sea,18000000
3807,Exports,Sea,15000000
3808,Exports,Sea,19000000
3809,Exports,Sea,11000000
3810,Exports,Sea,27000000
3811,Exports,Sea,5000000
3812,Exports,Sea,2000000
3813,Exports,Sea,14000000
3814,Exports,Sea,15000000
3815,Exports,Sea,15000000
3816,Exports,Sea,10000000
3817,Exports,Sea,31000000
3818,Exports,Sea,12000000
3819,Exports,Sea,11000000
3820,Exports,Sea,18000000
3821,Exports,Sea,10000000
3822,Exports,Sea,15000000
3823,Exports,Sea,13000000
3824,Exports,Sea,23000000
3825,Exports,Sea,12000000
3826,Exports,Sea,4000000
3827,Exports,Sea,13000000
3828,Exports,Sea,10000000
3829,Exports,Sea,17000000
3830,Exports,Sea,17000000
3831,Exports,Sea,33000000
3832,Exports,Sea,12000000
3833,Exports,Sea,13000000
3834,Exports,Sea,19000000
3835,Exports,Sea,20000000
3836,Exports,Sea,17000000
3837,Exports,Sea,14000000
3838,Exports,Sea,29000000
3839,Exports,Sea,8000000
3840,Exports,Sea,4000000
3841,Exports,Sea,14000000
3842,Exports,Sea,14000000
3843,Exports,Sea,20000000
3844,Exports,Sea,13000000
3845,Exports,Sea,36000000
